timestamp,open,high,low,close
2024-09-30 23:00:00,106.127,106.253,106.111,106.164
2024-09-30 22:00:00,106.166,106.188,106.103,106.129
2024-09-30 21:00:00,106.284,106.291,106.151,106.18
2024-09-30 20:00:00,106.246,106.354,106.212,106.285
2024-09-30 19:00:00,105.921,106.331,105.904,106.247
2024-09-30 18:00:00,105.952,105.969,105.805,105.922
2024-09-30 17:00:00,105.999,106.035,105.904,105.953
2024-09-30 16:00:00,105.869,106.091,105.84,106.0
2024-09-30 15:00:00,105.98,106.021,105.703,105.869
2024-09-30 14:00:00,105.824,106.034,105.734,105.98
2024-09-30 13:00:00,105.448,105.831,105.439,105.825
2024-09-30 12:00:00,105.422,105.468,105.303,105.448
2024-09-30 11:00:00,105.404,105.584,105.391,105.421
2024-09-30 10:00:00,105.445,105.485,105.335,105.404
2024-09-30 09:00:00,105.336,105.474,105.276,105.44
2024-09-30 08:00:00,105.116,105.392,105.028,105.33
2024-09-30 07:00:00,104.924,105.154,104.839,105.117
2024-09-30 06:00:00,105.209,105.265,104.886,104.923
2024-09-30 05:00:00,105.424,105.479,105.174,105.207
2024-09-30 04:00:00,105.441,105.45,105.306,105.421
2024-09-30 03:00:00,105.415,105.466,105.238,105.442
2024-09-30 02:00:00,105.571,105.731,105.378,105.419
2024-09-30 01:00:00,105.689,105.729,105.428,105.57
2024-09-30 00:00:00,105.59,105.812,105.516,105.685
2024-09-29 23:00:00,105.233,105.62,105.226,105.589
2024-09-27 21:00:00,105.159,105.257,105.142,105.185
2024-09-27 20:00:00,105.218,105.273,105.102,105.163
2024-09-27 19:00:00,105.244,105.314,105.043,105.219
2024-09-27 18:00:00,105.466,105.543,105.198,105.246
2024-09-27 17:00:00,105.59,105.64,105.379,105.471
2024-09-27 16:00:00,105.948,106.043,105.586,105.593
2024-09-27 15:00:00,105.699,106.145,105.581,105.948
2024-09-27 14:00:00,105.78,106.112,105.688,105.705
2024-09-27 13:00:00,106.189,106.22,105.759,105.777
2024-09-27 12:00:00,106.256,106.382,106.166,106.192
2024-09-27 11:00:00,106.187,106.326,106.1,106.255
2024-09-27 10:00:00,106.16,106.436,106.114,106.186
2024-09-27 09:00:00,106.126,106.596,106.013,106.164
2024-09-27 08:00:00,106.163,106.342,105.846,106.129
2024-09-27 07:00:00,108.388,108.464,106.136,106.16
2024-09-27 06:00:00,108.065,108.558,108.057,108.389
2024-09-27 05:00:00,107.693,108.076,107.691,108.065
2024-09-27 04:00:00,107.575,107.701,107.483,107.69
2024-09-27 03:00:00,107.723,107.748,107.476,107.573
2024-09-27 02:00:00,107.864,107.945,107.693,107.72
2024-09-27 01:00:00,107.647,107.874,107.509,107.866
2024-09-27 00:00:00,107.567,107.708,107.531,107.653
2024-09-26 23:00:00,107.463,107.643,107.454,107.563
2024-09-26 22:00:00,107.522,107.541,107.421,107.463
2024-09-26 21:00:00,107.361,107.565,107.361,107.527
2024-09-26 20:00:00,107.351,107.384,107.27,107.364
2024-09-26 19:00:00,107.364,107.438,107.302,107.357
2024-09-26 18:00:00,107.432,107.44,107.223,107.362
2024-09-26 17:00:00,107.426,107.535,107.333,107.437
2024-09-26 16:00:00,107.516,107.547,107.353,107.421
2024-09-26 15:00:00,107.254,107.669,107.231,107.516
2024-09-26 14:00:00,107.36,107.441,107.121,107.265
2024-09-26 13:00:00,107.008,107.391,106.974,107.359
2024-09-26 12:00:00,107.187,107.288,107.0,107.007
2024-09-26 11:00:00,107.411,107.455,107.172,107.187
2024-09-26 10:00:00,107.527,107.64,107.408,107.411
2024-09-26 09:00:00,107.618,107.733,107.4,107.527
2024-09-26 08:00:00,107.524,107.717,107.467,107.619
2024-09-26 07:00:00,107.44,107.546,107.35,107.526
2024-09-26 06:00:00,107.387,107.566,107.339,107.443
2024-09-26 05:00:00,107.574,107.59,107.33,107.391
2024-09-26 04:00:00,107.502,107.646,107.467,107.573
2024-09-26 03:00:00,107.5,107.609,107.462,107.505
2024-09-26 02:00:00,107.226,107.565,107.217,107.498
2024-09-26 01:00:00,107.305,107.317,107.18,107.234
2024-09-26 00:00:00,107.239,107.367,107.228,107.305
2024-09-25 23:00:00,107.253,107.284,107.163,107.255
2024-09-25 22:00:00,107.333,107.364,107.217,107.256
2024-09-25 21:00:00,107.345,107.427,107.3,107.318
2024-09-25 20:00:00,107.327,107.385,107.279,107.348
2024-09-25 19:00:00,107.295,107.382,107.227,107.328
2024-09-25 18:00:00,107.251,107.362,107.185,107.29
2024-09-25 17:00:00,107.232,107.324,107.205,107.26
2024-09-25 16:00:00,107.268,107.4,107.183,107.228
2024-09-25 15:00:00,107.171,107.288,107.09,107.272
2024-09-25 14:00:00,107.216,107.234,107.072,107.171
2024-09-25 13:00:00,107.369,107.416,107.138,107.213
2024-09-25 12:00:00,107.398,107.53,107.35,107.366
2024-09-25 11:00:00,107.3,107.414,107.195,107.401
2024-09-25 10:00:00,107.182,107.333,107.14,107.305
2024-09-25 09:00:00,107.147,107.299,107.144,107.185
2024-09-25 08:00:00,106.969,107.153,106.895,107.144
2024-09-25 07:00:00,106.634,106.995,106.612,106.968
2024-09-25 06:00:00,106.668,106.756,106.569,106.634
2024-09-25 05:00:00,106.714,106.777,106.637,106.67
