timestamp,open,high,low,close
2024-09-30 23:00:00,9.3872,9.3886,9.3872,9.3876
2024-09-30 22:00:00,9.3844,9.385,9.384,9.3846
2024-09-30 21:00:00,9.3808,9.3843,9.3808,9.3843
2024-09-30 20:00:00,9.3815,9.3856,9.3717,9.3846
2024-09-30 19:00:00,9.3984,9.3984,9.3753,9.3887
2024-09-30 18:00:00,9.405,9.4065,9.4019,9.4037
2024-09-30 17:00:00,9.4025,9.4059,9.4025,9.4059
2024-09-30 16:00:00,9.4092,9.4127,9.3949,9.3949
2024-09-30 15:00:00,9.3891,9.4093,9.3819,9.4093
2024-09-30 14:00:00,9.3957,9.3957,9.3905,9.3905
2024-09-30 13:00:00,9.3981,9.3981,9.396,9.396
2024-09-30 12:00:00,9.399,9.4044,9.3963,9.3963
2024-09-30 11:00:00,9.389,9.394,9.3847,9.3928
2024-09-30 10:00:00,9.4059,9.406,9.3934,9.3934
2024-09-30 09:00:00,9.3947,9.4107,9.3921,9.4107
2024-09-30 08:00:00,9.3895,9.3939,9.3785,9.3939
2024-09-30 07:00:00,9.3891,9.3909,9.3827,9.3846
2024-09-30 06:00:00,9.3908,9.3924,9.3888,9.3898
2024-09-30 05:00:00,9.3859,9.3872,9.3856,9.387
2024-09-30 04:00:00,9.3849,9.385,9.3822,9.3831
2024-09-30 03:00:00,9.3867,9.3867,9.3807,9.3838
2024-09-30 02:00:00,9.3909,9.3909,9.3848,9.3877
2024-09-30 01:00:00,9.3739,9.3739,9.3739,9.3739
2024-09-30 00:00:00,9.3739,9.3739,9.3739,9.3739
2024-09-29 23:00:00,9.3739,9.3739,9.3739,9.3739
2024-09-27 21:00:00,9.3753,9.3753,9.375,9.375
2024-09-27 20:00:00,9.3783,9.3792,9.3783,9.3792
2024-09-27 19:00:00,9.3808,9.3808,9.3808,9.3808
2024-09-27 18:00:00,9.3847,9.3847,9.3779,9.381
2024-09-27 17:00:00,9.3881,9.3881,9.3827,9.3866
2024-09-27 16:00:00,9.3936,9.3941,9.3891,9.3925
2024-09-27 15:00:00,9.3961,9.3971,9.3947,9.3947
2024-09-27 14:00:00,9.4077,9.4077,9.3951,9.3963
2024-09-27 13:00:00,9.3817,9.4079,9.3817,9.4079
2024-09-27 12:00:00,9.3854,9.3897,9.3847,9.3875
2024-09-27 11:00:00,9.383,9.3922,9.3808,9.386
2024-09-27 10:00:00,9.3788,9.3829,9.3769,9.3829
2024-09-27 09:00:00,9.3715,9.3802,9.3715,9.3785
2024-09-27 08:00:00,9.3877,9.3877,9.3703,9.3732
2024-09-27 07:00:00,9.3857,9.3905,9.3826,9.3835
2024-09-27 06:00:00,9.3876,9.3876,9.3803,9.3832
2024-09-27 05:00:00,9.391,9.391,9.3833,9.3871
2024-09-27 04:00:00,9.3924,9.3941,9.3915,9.3915
2024-09-27 03:00:00,9.3937,9.3937,9.3902,9.3931
2024-09-27 02:00:00,9.3971,9.3971,9.3946,9.3955
2024-09-27 01:00:00,9.4015,9.4015,9.4015,9.4015
2024-09-27 00:00:00,9.4015,9.4015,9.4015,9.4015
2024-09-26 23:00:00,9.4017,9.402,9.4015,9.4015
2024-09-26 22:00:00,9.4011,9.4011,9.4011,9.4011
2024-09-26 21:00:00,9.403,9.403,9.4011,9.4011
2024-09-26 20:00:00,9.4063,9.4063,9.4063,9.4063
2024-09-26 19:00:00,9.4041,9.4059,9.4012,9.4059
2024-09-26 18:00:00,9.4053,9.4057,9.4022,9.4057
2024-09-26 17:00:00,9.3992,9.4024,9.3986,9.4004
2024-09-26 16:00:00,9.3916,9.4027,9.3916,9.4018
2024-09-26 15:00:00,9.3607,9.391,9.3598,9.391
2024-09-26 14:00:00,9.3756,9.3756,9.3614,9.3742
2024-09-26 13:00:00,9.3731,9.3799,9.3708,9.3731
2024-09-26 12:00:00,9.382,9.382,9.382,9.382
2024-09-26 11:00:00,9.3734,9.3799,9.3671,9.3799
2024-09-26 10:00:00,9.3685,9.3786,9.3685,9.3764
2024-09-26 09:00:00,9.3666,9.3699,9.3622,9.368
2024-09-26 08:00:00,9.3687,9.3735,9.3666,9.3696
2024-09-26 07:00:00,9.3659,9.3674,9.3631,9.3656
2024-09-26 06:00:00,9.3609,9.3658,9.3593,9.3658
2024-09-26 05:00:00,9.3607,9.3632,9.3585,9.3585
2024-09-26 04:00:00,9.3584,9.3628,9.3584,9.3618
2024-09-26 03:00:00,9.3657,9.3657,9.3602,9.362
2024-09-26 02:00:00,9.3645,9.3686,9.3645,9.3684
2024-09-26 01:00:00,9.3655,9.3655,9.3655,9.3655
2024-09-26 00:00:00,9.3655,9.3655,9.3655,9.3655
2024-09-25 23:00:00,9.3655,9.3655,9.3655,9.3655
2024-09-25 22:00:00,9.3647,9.3657,9.3643,9.3655
2024-09-25 21:00:00,9.3615,9.3615,9.3615,9.3615
2024-09-25 20:00:00,9.3642,9.3642,9.3612,9.3615
2024-09-25 19:00:00,9.3738,9.3738,9.3695,9.3695
2024-09-25 18:00:00,9.373,9.373,9.3657,9.3695
2024-09-25 17:00:00,9.3766,9.3785,9.3717,9.3739
2024-09-25 16:00:00,9.3985,9.3985,9.3759,9.3759
2024-09-25 15:00:00,9.4099,9.4142,9.3949,9.3949
2024-09-25 14:00:00,9.4131,9.421,9.4131,9.4144
2024-09-25 13:00:00,9.4015,9.4112,9.4015,9.4112
2024-09-25 12:00:00,9.3896,9.3995,9.3896,9.3995
2024-09-25 11:00:00,9.3887,9.3949,9.3842,9.3947
2024-09-25 10:00:00,9.3913,9.3938,9.3873,9.3895
2024-09-25 09:00:00,9.3981,9.3989,9.3925,9.3933
2024-09-25 08:00:00,9.4047,9.4047,9.3927,9.3961
2024-09-25 07:00:00,9.4096,9.4107,9.3989,9.3989
2024-09-25 06:00:00,9.4127,9.4138,9.4092,9.4105
2024-09-25 05:00:00,9.4162,9.4162,9.4119,9.4125
2024-09-25 04:00:00,9.4156,9.419,9.4144,9.415
2024-09-25 03:00:00,9.4106,9.4159,9.4106,9.4159
2024-09-25 02:00:00,9.4387,9.4387,9.4111,9.4111
2024-09-25 01:00:00,9.4365,9.4373,9.4365,9.4365
2024-09-25 00:00:00,9.4331,9.4331,9.4331,9.4331
2024-09-24 23:00:00,9.4296,9.4331,9.4294,9.4331
2024-09-24 22:00:00,9.4286,9.4286,9.4286,9.4286
2024-09-24 21:00:00,9.4286,9.4286,9.4286,9.4286
2024-09-24 20:00:00,9.4289,9.4296,9.4279,9.4286
2024-09-24 19:00:00,9.4149,9.4149,9.4149,9.4149
2024-09-24 18:00:00,9.4153,9.4162,9.4149,9.4149
2024-09-24 17:00:00,9.4055,9.4185,9.4055,9.4185
2024-09-24 16:00:00,9.4133,9.4157,9.3991,9.4024
2024-09-24 15:00:00,9.407,9.4193,9.407,9.4138
2024-09-24 14:00:00,9.416,9.4163,9.4043,9.4043
2024-09-24 13:00:00,9.4015,9.4099,9.4015,9.4099
2024-09-24 12:00:00,9.3976,9.4013,9.3937,9.4013
2024-09-24 11:00:00,9.4059,9.4081,9.3983,9.3983
2024-09-24 10:00:00,9.4068,9.4099,9.403,9.4059
2024-09-24 09:00:00,9.3934,9.408,9.3934,9.4071
2024-09-24 08:00:00,9.3964,9.3998,9.3902,9.3905
2024-09-24 07:00:00,9.3941,9.4018,9.3844,9.4018
2024-09-24 06:00:00,9.395,9.4012,9.395,9.3986
2024-09-24 05:00:00,9.3983,9.3983,9.3908,9.3915
2024-09-24 04:00:00,9.4186,9.4186,9.3962,9.3981
2024-09-24 03:00:00,9.4187,9.4217,9.4157,9.4174
2024-09-24 02:00:00,9.4236,9.4254,9.4203,9.4203
2024-09-24 01:00:00,9.4124,9.4124,9.4089,9.409
2024-09-24 00:00:00,9.4099,9.4099,9.4099,9.4099
2024-09-23 23:00:00,9.4099,9.4099,9.4099,9.4099
2024-09-23 22:00:00,9.4099,9.4099,9.4099,9.4099
2024-09-23 21:00:00,9.4075,9.4113,9.4068,9.4113
2024-09-23 20:00:00,9.4082,9.4082,9.4073,9.4075
2024-09-23 19:00:00,9.4104,9.4104,9.4104,9.4104
2024-09-23 18:00:00,9.4032,9.4138,9.4032,9.4104
