timestamp,open,high,low,close
2024-09-30 23:00:00,0.62503,0.62533,0.62426,0.62495
2024-09-30 22:00:00,0.6251,0.62516,0.62359,0.62491
2024-09-30 21:00:00,0.62578,0.6258,0.62446,0.62502
2024-09-30 20:00:00,0.62604,0.62632,0.62507,0.62577
2024-09-30 19:00:00,0.62496,0.62623,0.62421,0.62607
2024-09-30 18:00:00,0.62512,0.6252,0.62395,0.62495
2024-09-30 17:00:00,0.62481,0.62533,0.62385,0.62513
2024-09-30 16:00:00,0.62431,0.62537,0.62387,0.62483
2024-09-30 15:00:00,0.62524,0.62571,0.62337,0.62432
2024-09-30 14:00:00,0.62449,0.6255,0.62369,0.62521
2024-09-30 13:00:00,0.62324,0.62461,0.62269,0.6245
2024-09-30 12:00:00,0.62413,0.62435,0.6223,0.62327
2024-09-30 11:00:00,0.62409,0.6246,0.62316,0.6241
2024-09-30 10:00:00,0.62394,0.62425,0.62263,0.62413
2024-09-30 09:00:00,0.62344,0.6242,0.62263,0.62391
2024-09-30 08:00:00,0.62281,0.6241,0.62201,0.62347
2024-09-30 07:00:00,0.62309,0.62356,0.62201,0.62285
2024-09-30 06:00:00,0.62286,0.62315,0.62172,0.62306
2024-09-30 05:00:00,0.6231,0.6233,0.62212,0.62282
2024-09-30 04:00:00,0.6224,0.6232,0.62174,0.62306
2024-09-30 03:00:00,0.6225,0.62252,0.62132,0.62249
2024-09-30 02:00:00,0.62234,0.62285,0.62159,0.6224
2024-09-30 01:00:00,0.62278,0.62302,0.62157,0.62233
2024-09-30 00:00:00,0.62208,0.62282,0.62134,0.62276
2024-09-29 23:00:00,0.62176,0.6224,0.62134,0.62215
2024-09-27 21:00:00,0.62183,0.6221,0.62093,0.62167
2024-09-27 20:00:00,0.62208,0.62211,0.62108,0.62185
2024-09-27 19:00:00,0.62197,0.62232,0.62076,0.62205
2024-09-27 18:00:00,0.62323,0.62354,0.62116,0.62196
2024-09-27 17:00:00,0.62375,0.62375,0.62231,0.62321
2024-09-27 16:00:00,0.62425,0.6248,0.62313,0.62372
2024-09-27 15:00:00,0.62376,0.62539,0.62333,0.62429
2024-09-27 14:00:00,0.624,0.6248,0.62288,0.62369
2024-09-27 13:00:00,0.62646,0.6268,0.62345,0.62403
2024-09-27 12:00:00,0.62609,0.6268,0.62526,0.62649
