timestamp,open,high,low,close
2024-09-30 23:00:00,0.6208,0.621,0.62061,0.6209
2024-09-30 22:00:00,0.6207,0.621,0.62019,0.6205
2024-09-30 21:00:00,0.6209,0.62098,0.6206,0.62073
2024-09-30 20:00:00,0.62129,0.62135,0.62057,0.621
2024-09-30 19:00:00,0.6217,0.62188,0.62048,0.6213
2024-09-30 18:00:00,0.6222,0.62233,0.6215,0.62173
2024-09-30 17:00:00,0.62194,0.62241,0.62173,0.62235
2024-09-30 16:00:00,0.62156,0.62206,0.6212,0.6218
2024-09-30 15:00:00,0.6206,0.62224,0.62038,0.6215
2024-09-30 14:00:00,0.619,0.62093,0.6189,0.62079
2024-09-30 13:00:00,0.61823,0.61908,0.6181,0.61903
2024-09-30 12:00:00,0.61807,0.61827,0.6177,0.6181
2024-09-30 11:00:00,0.61858,0.61884,0.61798,0.618
2024-09-30 10:00:00,0.6179,0.61882,0.61785,0.6185
2024-09-30 09:00:00,0.62003,0.62021,0.61789,0.618
2024-09-30 08:00:00,0.62068,0.62125,0.6202,0.6202
2024-09-30 07:00:00,0.62072,0.62112,0.6203,0.62076
2024-09-30 06:00:00,0.6209,0.62143,0.6204,0.62055
2024-09-30 05:00:00,0.6209,0.62124,0.62058,0.62089
2024-09-30 04:00:00,0.62021,0.62093,0.62004,0.6209
2024-09-30 03:00:00,0.6201,0.62018,0.61945,0.6201
2024-09-30 02:00:00,0.6195,0.62081,0.61929,0.6201
2024-09-30 01:00:00,0.6193,0.61964,0.61916,0.61951
2024-09-30 00:00:00,0.61879,0.61938,0.61875,0.6193
2024-09-29 23:00:00,0.61799,0.6191,0.61799,0.6189
2024-09-27 21:00:00,0.61841,0.61844,0.61792,0.618
2024-09-27 20:00:00,0.61882,0.61882,0.61839,0.61844
2024-09-27 19:00:00,0.61871,0.61891,0.6181,0.61888
2024-09-27 18:00:00,0.61954,0.61954,0.6184,0.61868
2024-09-27 17:00:00,0.61925,0.6198,0.6186,0.61948
2024-09-27 16:00:00,0.61996,0.62,0.6192,0.6192
2024-09-27 15:00:00,0.61889,0.62032,0.61877,0.61993
2024-09-27 14:00:00,0.61831,0.6193,0.6181,0.6189
2024-09-27 13:00:00,0.61755,0.61937,0.61755,0.61823
2024-09-27 12:00:00,0.61646,0.61772,0.61646,0.6176
2024-09-27 11:00:00,0.61703,0.61725,0.6163,0.61644
2024-09-27 10:00:00,0.61781,0.61811,0.6171,0.61716
2024-09-27 09:00:00,0.61805,0.61862,0.61771,0.61783
2024-09-27 08:00:00,0.61764,0.61838,0.61752,0.61806
2024-09-27 07:00:00,0.61597,0.61759,0.6153,0.61729
2024-09-27 06:00:00,0.61596,0.61617,0.61519,0.61596
2024-09-27 05:00:00,0.61581,0.61597,0.6154,0.61592
2024-09-27 04:00:00,0.61564,0.616,0.61538,0.61583
2024-09-27 03:00:00,0.61614,0.61621,0.61537,0.61555
2024-09-27 02:00:00,0.61651,0.61674,0.6155,0.6162
2024-09-27 01:00:00,0.61648,0.61696,0.61608,0.61648
2024-09-27 00:00:00,0.61705,0.6173,0.61648,0.61652
2024-09-26 23:00:00,0.6165,0.6171,0.61647,0.61706
2024-09-26 22:00:00,0.6166,0.6167,0.6159,0.61646
2024-09-26 21:00:00,0.61683,0.61697,0.6166,0.6168
2024-09-26 20:00:00,0.61708,0.61723,0.6164,0.6168
2024-09-26 19:00:00,0.61677,0.6171,0.61669,0.61704
2024-09-26 18:00:00,0.61644,0.6168,0.6164,0.61673
2024-09-26 17:00:00,0.61695,0.61695,0.6164,0.61649
2024-09-26 16:00:00,0.61671,0.61705,0.6161,0.61692
2024-09-26 15:00:00,0.61698,0.61713,0.61596,0.61673
2024-09-26 14:00:00,0.61749,0.61773,0.6166,0.61687
2024-09-26 13:00:00,0.61672,0.61759,0.6164,0.6174
2024-09-26 12:00:00,0.61728,0.61728,0.6167,0.61678
2024-09-26 11:00:00,0.61621,0.61727,0.6162,0.61725
2024-09-26 10:00:00,0.61579,0.61626,0.6155,0.61614
2024-09-26 09:00:00,0.61598,0.61665,0.6157,0.61575
2024-09-26 08:00:00,0.61526,0.6159,0.615,0.61587
2024-09-26 07:00:00,0.61542,0.61568,0.6149,0.61528
2024-09-26 06:00:00,0.61411,0.61535,0.61399,0.6153
2024-09-26 05:00:00,0.61428,0.61444,0.614,0.61413
2024-09-26 04:00:00,0.61386,0.61442,0.61378,0.61441
2024-09-26 03:00:00,0.6141,0.6144,0.6136,0.61388
2024-09-26 02:00:00,0.61341,0.61441,0.61327,0.61404
2024-09-26 01:00:00,0.61265,0.61352,0.61265,0.61338
2024-09-26 00:00:00,0.61274,0.61294,0.61252,0.61256
2024-09-25 23:00:00,0.61257,0.613,0.61251,0.61273
2024-09-25 22:00:00,0.6127,0.6129,0.61232,0.61267
2024-09-25 21:00:00,0.61285,0.61323,0.6127,0.6128
2024-09-25 20:00:00,0.61291,0.61325,0.6127,0.61286
2024-09-25 19:00:00,0.61326,0.61344,0.6128,0.61292
2024-09-25 18:00:00,0.61305,0.61324,0.6128,0.6132
2024-09-25 17:00:00,0.61343,0.6136,0.613,0.613
2024-09-25 16:00:00,0.61422,0.61437,0.61305,0.61345
2024-09-25 15:00:00,0.61368,0.61466,0.6134,0.61427
2024-09-25 14:00:00,0.61353,0.61404,0.61312,0.61356
2024-09-25 13:00:00,0.61419,0.61451,0.6132,0.61357
2024-09-25 12:00:00,0.6147,0.6148,0.6138,0.6141
2024-09-25 11:00:00,0.61476,0.61476,0.6144,0.6145
2024-09-25 10:00:00,0.61538,0.6154,0.61457,0.61472
2024-09-25 09:00:00,0.61472,0.61556,0.61463,0.61549
2024-09-25 08:00:00,0.61462,0.61491,0.6144,0.6147
2024-09-25 07:00:00,0.61438,0.61491,0.6142,0.61457
2024-09-25 06:00:00,0.61523,0.61582,0.6142,0.61433
2024-09-25 05:00:00,0.61518,0.61528,0.6145,0.61511
2024-09-25 04:00:00,0.61504,0.61562,0.61468,0.6151
2024-09-25 03:00:00,0.61559,0.61619,0.61505,0.61505
2024-09-25 02:00:00,0.61632,0.61642,0.61504,0.61558
2024-09-25 01:00:00,0.61694,0.61706,0.61589,0.6161
2024-09-25 00:00:00,0.6165,0.61716,0.6165,0.61684
2024-09-24 23:00:00,0.6162,0.61653,0.61615,0.61643
2024-09-24 22:00:00,0.6164,0.6166,0.61574,0.6161
2024-09-24 21:00:00,0.61649,0.61656,0.61627,0.6163
2024-09-24 20:00:00,0.61651,0.61661,0.6163,0.61654
2024-09-24 19:00:00,0.6163,0.61668,0.6162,0.6165
2024-09-24 18:00:00,0.61655,0.6167,0.6161,0.61627
2024-09-24 17:00:00,0.61624,0.61671,0.61624,0.61661
2024-09-24 16:00:00,0.61581,0.61642,0.61557,0.61623
2024-09-24 15:00:00,0.61649,0.61653,0.61547,0.61583
2024-09-24 14:00:00,0.61558,0.61693,0.6155,0.61658
2024-09-24 13:00:00,0.61563,0.61587,0.6154,0.61551
2024-09-24 12:00:00,0.61523,0.61562,0.6148,0.61556
2024-09-24 11:00:00,0.61467,0.61527,0.61438,0.61521
2024-09-24 10:00:00,0.61349,0.61472,0.6133,0.6146
2024-09-24 09:00:00,0.61304,0.61391,0.61304,0.61356
2024-09-24 08:00:00,0.61474,0.61474,0.6129,0.61319
2024-09-24 07:00:00,0.6151,0.61525,0.61356,0.61475
2024-09-24 06:00:00,0.61711,0.61764,0.615,0.61504
2024-09-24 05:00:00,0.61598,0.61732,0.61566,0.61704
2024-09-24 04:00:00,0.61606,0.6168,0.61594,0.61599
2024-09-24 03:00:00,0.61596,0.61601,0.61553,0.616
2024-09-24 02:00:00,0.61493,0.61648,0.6149,0.61606
2024-09-24 01:00:00,0.61488,0.61493,0.61449,0.61488
2024-09-24 00:00:00,0.61493,0.61504,0.6146,0.61483
2024-09-23 23:00:00,0.61492,0.61533,0.61491,0.61496
2024-09-23 22:00:00,0.6151,0.6152,0.61457,0.61491
2024-09-23 21:00:00,0.61563,0.61563,0.6151,0.6153
2024-09-23 20:00:00,0.61583,0.61586,0.6156,0.61565
2024-09-23 19:00:00,0.61542,0.6159,0.6153,0.61587
2024-09-23 18:00:00,0.61459,0.61545,0.61448,0.6154
2024-09-23 17:00:00,0.615,0.61514,0.6144,0.61464
2024-09-23 16:00:00,0.61524,0.6154,0.6151,0.6151
2024-09-23 15:00:00,0.6145,0.61538,0.61426,0.61528
2024-09-23 14:00:00,0.61472,0.61488,0.6141,0.61456
2024-09-23 13:00:00,0.61431,0.61481,0.6141,0.61466
2024-09-23 12:00:00,0.61404,0.61441,0.6138,0.61439
2024-09-23 11:00:00,0.6138,0.61424,0.6137,0.6141
2024-09-23 10:00:00,0.61392,0.61415,0.6135,0.61375
2024-09-23 09:00:00,0.61313,0.61399,0.61313,0.6139
2024-09-23 08:00:00,0.61123,0.61313,0.611,0.613
2024-09-23 07:00:00,0.61154,0.61177,0.6112,0.61122
