Datetime,Open,High,Low,Close,Adj Close,Volume
2022-10-10 00:00:00+01:00,160.95199584960938,161.0989990234375,160.86000061035156,161.0500030517578,161.0500030517578,0
2022-10-10 01:00:00+01:00,161.05799865722656,161.4340057373047,160.92999267578125,161.31500244140625,161.31500244140625,0
2022-10-10 02:00:00+01:00,161.3179931640625,161.56100463867188,161.27999877929688,161.4250030517578,161.4250030517578,0
2022-10-10 03:00:00+01:00,161.42999267578125,161.51800537109375,161.1999969482422,161.29299926757812,161.29299926757812,0
2022-10-10 04:00:00+01:00,161.30799865722656,161.3560028076172,161.05999755859375,161.13499450683594,161.13499450683594,0
2022-10-10 05:00:00+01:00,161.13400268554688,161.1929931640625,160.99000549316406,161.13999938964844,161.13999938964844,0
2022-10-10 06:00:00+01:00,161.16400146484375,161.20399475097656,160.72000122070312,160.7830047607422,160.7830047607422,0
2022-10-10 07:00:00+01:00,160.78199768066406,161.16000366210938,160.75,160.85499572753906,160.85499572753906,0
2022-10-10 08:00:00+01:00,160.85800170898438,161.4149932861328,160.8300018310547,161.02499389648438,161.02499389648438,0
2022-10-10 09:00:00+01:00,161.02099609375,161.08700561523438,160.44000244140625,160.84100341796875,160.84100341796875,0
2022-10-10 10:00:00+01:00,160.8470001220703,161.43299865722656,160.82000732421875,161.07699584960938,161.07699584960938,0
2022-10-10 11:00:00+01:00,161.0780029296875,161.16600036621094,160.7100067138672,160.7570037841797,160.7570037841797,0
2022-10-10 12:00:00+01:00,160.76600646972656,161.12600708007812,160.6199951171875,161.05499267578125,161.05499267578125,0
2022-10-10 13:00:00+01:00,161.052001953125,161.14199829101562,160.72999572753906,161.13099670410156,161.13099670410156,0
2022-10-10 14:00:00+01:00,161.13099670410156,161.20700073242188,160.67999267578125,160.86199951171875,160.86199951171875,0
2022-10-10 15:00:00+01:00,160.86300659179688,161.11399841308594,160.6699981689453,160.97500610351562,160.97500610351562,0
2022-10-10 16:00:00+01:00,160.9759979248047,161.07400512695312,160.7899932861328,160.875,160.875,0
2022-10-10 17:00:00+01:00,160.87399291992188,160.93699645996094,160.64999389648438,160.73699951171875,160.73699951171875,0
2022-10-10 18:00:00+01:00,160.73800659179688,161.41000366210938,160.6300048828125,161.2830047607422,161.2830047607422,0
2022-10-10 19:00:00+01:00,161.28799438476562,161.36099243164062,161.0800018310547,161.11199951171875,161.11199951171875,0
2022-10-10 20:00:00+01:00,161.11099243164062,161.25599670410156,161.0,161.11300659179688,161.11300659179688,0
2022-10-10 21:00:00+01:00,161.11300659179688,161.177001953125,161.0019989013672,161.0019989013672,161.0019989013672,0
2022-10-10 22:00:00+01:00,161.0019989013672,161.18699645996094,160.97999572753906,161.0970001220703,161.0970001220703,0
2022-10-10 23:00:00+01:00,161.08700561523438,161.2449951171875,161.02999877929688,161.1649932861328,161.1649932861328,0
2022-10-11 00:00:00+01:00,161.1580047607422,161.39100646972656,161.1199951171875,161.39100646972656,161.39100646972656,0
2022-10-11 01:00:00+01:00,161.3730010986328,161.64500427246094,161.16000366210938,161.47999572753906,161.47999572753906,0
2022-10-11 02:00:00+01:00,161.50599670410156,161.61900329589844,161.02000427246094,161.125,161.125,0
2022-10-11 03:00:00+01:00,161.12100219726562,161.1580047607422,160.6300048828125,160.82899475097656,160.82899475097656,0
2022-10-11 04:00:00+01:00,160.83599853515625,161.06700134277344,160.8000030517578,160.83999633789062,160.83999633789062,0
2022-10-11 05:00:00+01:00,160.8419952392578,160.91200256347656,160.60000610351562,160.69400024414062,160.69400024414062,0
2022-10-11 06:00:00+01:00,160.6929931640625,160.9510040283203,160.6300048828125,160.74400329589844,160.74400329589844,0
2022-10-11 07:00:00+01:00,160.75,161.13699340820312,160.2899932861328,160.3780059814453,160.3780059814453,0
2022-10-11 08:00:00+01:00,160.38099670410156,160.906005859375,160.27999877929688,160.4600067138672,160.4600067138672,0
2022-10-11 09:00:00+01:00,160.46200561523438,161.0229949951172,160.41000366210938,160.89300537109375,160.89300537109375,0
2022-10-11 10:00:00+01:00,160.89300537109375,161.4010009765625,160.8300018310547,160.9600067138672,160.9600067138672,0
2022-10-11 11:00:00+01:00,160.9600067138672,161.24400329589844,160.75,161.20700073242188,161.20700073242188,0
2022-10-11 12:00:00+01:00,161.20700073242188,161.58299255371094,161.1300048828125,161.41700744628906,161.41700744628906,0
2022-10-11 13:00:00+01:00,161.42300415039062,161.75900268554688,161.25,161.4969940185547,161.4969940185547,0
2022-10-11 14:00:00+01:00,161.49899291992188,161.54600524902344,161.1300048828125,161.22900390625,161.22900390625,0
2022-10-11 15:00:00+01:00,161.23199462890625,161.62100219726562,160.97000122070312,161.51199340820312,161.51199340820312,0
2022-10-11 16:00:00+01:00,161.51199340820312,162.6699981689453,161.44000244140625,162.51800537109375,162.51800537109375,0
2022-10-11 17:00:00+01:00,162.52000427246094,162.6009979248047,162.08999633789062,162.4739990234375,162.4739990234375,0
2022-10-11 18:00:00+01:00,162.47500610351562,162.5489959716797,162.05999755859375,162.10899353027344,162.10899353027344,0
2022-10-11 19:00:00+01:00,162.11000061035156,162.1649932861328,160.69000244140625,160.76400756835938,160.76400756835938,0
2022-10-11 20:00:00+01:00,160.63400268554688,160.7010040283203,159.9499969482422,160.21600341796875,160.21600341796875,0
2022-10-11 21:00:00+01:00,160.21099853515625,160.22799682617188,159.6999969482422,159.8719940185547,159.8719940185547,0
2022-10-11 22:00:00+01:00,159.8719940185547,160.03399658203125,159.80099487304688,159.9810028076172,159.9810028076172,0
2022-10-11 23:00:00+01:00,159.96800231933594,160.25599670410156,159.77000427246094,160.12600708007812,160.12600708007812,0
2022-10-12 00:00:00+01:00,160.1510009765625,160.19700622558594,159.72000122070312,159.9340057373047,159.9340057373047,0
2022-10-12 01:00:00+01:00,159.9530029296875,160.37600708007812,159.91000366210938,160.2830047607422,160.2830047607422,0
2022-10-12 02:00:00+01:00,160.3000030517578,160.41099548339844,160.00999450683594,160.156005859375,160.156005859375,0
2022-10-12 03:00:00+01:00,160.15499877929688,160.23599243164062,159.77999877929688,159.97000122070312,159.97000122070312,0
2022-10-12 04:00:00+01:00,159.99099731445312,160.08900451660156,159.85000610351562,160.03900146484375,160.03900146484375,0
2022-10-12 05:00:00+01:00,160.03900146484375,161.5030059814453,160.0,160.76499938964844,160.76499938964844,0
2022-10-12 06:00:00+01:00,160.76499938964844,161.093994140625,160.4600067138672,160.94900512695312,160.94900512695312,0
2022-10-12 07:00:00+01:00,160.9250030517578,160.968994140625,160.39999389648438,160.69900512695312,160.69900512695312,0
2022-10-12 08:00:00+01:00,160.6959991455078,161.14700317382812,160.07000732421875,160.3699951171875,160.3699951171875,0
2022-10-12 09:00:00+01:00,160.37899780273438,161.76199340820312,160.3300018310547,161.43600463867188,161.43600463867188,0
2022-10-12 10:00:00+01:00,161.43699645996094,162.13099670410156,161.30999755859375,161.97000122070312,161.97000122070312,0
2022-10-12 11:00:00+01:00,161.98899841308594,162.4429931640625,161.85000610351562,162.31399536132812,162.31399536132812,0
2022-10-12 12:00:00+01:00,162.31399536132812,162.41099548339844,161.88999938964844,162.01800537109375,162.01800537109375,0
2022-10-12 13:00:00+01:00,162.02200317382812,162.25799560546875,161.69700622558594,162.09500122070312,162.09500122070312,0
2022-10-12 14:00:00+01:00,162.0959930419922,162.1909942626953,161.83999633789062,162.1439971923828,162.1439971923828,0
2022-10-12 15:00:00+01:00,162.1439971923828,162.76100158691406,161.91000366210938,162.58200073242188,162.58200073242188,0
2022-10-12 16:00:00+01:00,162.593994140625,163.072998046875,162.47999572753906,162.93099975585938,162.93099975585938,0
2022-10-12 17:00:00+01:00,162.93099975585938,162.9320068359375,162.4499969482422,162.56300354003906,162.56300354003906,0
2022-10-12 18:00:00+01:00,162.56300354003906,162.89300537109375,162.49000549316406,162.8350067138672,162.8350067138672,0
